1661279953822811700[22.9322205, 22.9821205, 22.6827316, 22.6827316, 22.8823242, 22.8324242, 22.6328316, 22.807476, 23.0070686, 23.0819168, 23.0070686, 22.9322205, 22.9072723, 23.131813, 23.0070686, 23.0819168, 22.5330353, 22.6827316, 22.5330353, 22.458189, 22.7076797, 22.7825279, 22.6078835, 22.6827316, 22.807476]
1661279954811382400[22.9322205, 22.9821205, 22.6827316, 22.7326279, 22.8823242, 22.8324242, 22.7076797, 22.7326279, 23.0070686, 23.0819168, 23.0070686, 22.9072723, 22.9072723, 23.131813, 23.0819168, 23.0819168, 22.5330353, 22.6827316, 22.5330353, 22.458189, 22.7076797, 22.7825279, 22.6827316, 22.6827316, 22.9571705]
1661279957783590900[22.9322205, 22.9821205, 22.6577816, 22.8823242, 22.9571705, 22.7575779, 22.7825279, 22.807476, 23.1567631, 23.0819168, 22.9821205, 22.9821205, 23.0569668, 23.0569668, 23.0070686, 22.9322205, 22.6078835, 22.5330353, 22.458189, 22.458189, 22.8573742, 22.7076797, 22.6078835, 22.6827316, 22.8823242]
1661279958771704800[22.9322205, 22.9821205, 22.807476, 22.8823242, 22.9571705, 22.8823242, 22.7825279, 22.807476, 23.1567631, 23.0819168, 22.9072723, 22.9821205, 23.0569668, 23.131813, 22.9821205, 22.9322205, 22.6078835, 22.5330353, 22.3833427, 22.458189, 22.8573742, 22.7076797, 22.5080872, 22.6827316, 22.8823242]
1661279959762756700[22.9322205, 22.9821205, 22.807476, 22.8823242, 22.9571705, 22.8823242, 22.7825279, 22.807476, 23.0070686, 23.0819168, 22.9072723, 22.8324242, 22.9821205, 23.131813, 22.9821205, 23.131813, 22.6827316, 22.5330353, 22.3833427, 22.458189, 22.9322205, 22.7076797, 22.5080872, 22.6577816, 22.807476]
1661279960753306300[22.9322205, 23.0320168, 22.6577816, 22.8823242, 22.9571705, 22.7326279, 22.7825279, 22.807476, 23.0070686, 22.9571705, 22.9821205, 22.8324242, 22.9821205, 23.131813, 22.9821205, 23.131813, 22.6827316, 22.6328316, 22.458189, 22.458189, 22.9322205, 22.7825279, 22.5080872, 22.6577816, 22.807476]
1661279961743923400[22.8324242, 23.0320168, 22.6577816, 22.807476, 22.9571705, 22.7326279, 22.7076797, 22.807476, 23.1068649, 22.9571705, 22.9821205, 22.9821205, 22.9821205, 23.131813, 23.0569668, 22.9821205, 22.5579853, 22.6328316, 22.458189, 22.458189, 22.9322205, 22.7825279, 22.6577816, 22.5829353, 22.9072723]
1661279962733580400[22.8324242, 23.0320168, 22.6577816, 22.807476, 22.807476, 22.8823242, 22.7076797, 22.807476, 23.1068649, 22.9571705, 22.9821205, 22.9821205, 23.0569668, 22.9821205, 23.0569668, 22.9821205, 22.5579853, 22.483139, 22.458189, 22.458189, 22.8573742, 22.6328316, 22.6577816, 22.5829353, 22.9072723]
1661279963624184300[22.8324242, 23.0320168, 22.7825279, 22.807476, 22.807476, 22.8823242, 22.7076797, 22.807476, 23.1068649, 22.9571705, 22.8823242, 23.0320168, 23.0569668, 22.9821205, 23.0569668, 23.0569668, 22.5579853, 22.483139, 22.4082909, 22.5579853, 22.8573742, 22.6328316, 22.7326279, 22.6577816, 22.9072723]
1661279964515161200[22.9821205, 23.0320168, 22.7825279, 22.807476, 22.9322205, 22.8823242, 22.7076797, 22.807476, 23.0320168, 22.9571705, 22.8823242, 23.0320168, 23.1068649, 22.9821205, 23.0569668, 23.0569668, 22.6328316, 22.483139, 22.4082909, 22.5579853, 22.7575779, 22.6328316, 22.7326279, 22.6577816, 22.7575779]
1661279965506220000[22.9821205, 22.9571705, 22.7825279, 22.807476, 22.9322205, 22.8573742, 22.7825279, 22.807476, 23.0320168, 23.1068649, 22.8823242, 23.0320168, 23.1068649, 23.1817131, 22.9072723, 23.0569668, 22.6328316, 22.483139, 22.5579853, 22.5579853, 22.7575779, 22.6827316, 22.6577816, 22.6577816, 22.7575779]
1661279966497760400[22.9072723, 22.9571705, 22.7825279, 22.8823242, 22.9322205, 22.8573742, 22.7825279, 22.6827316, 23.0320168, 23.1068649, 22.8823242, 22.807476, 23.1068649, 23.1817131, 22.9072723, 23.1068649, 22.5579853, 22.483139, 22.5579853, 22.5579853, 22.7575779, 22.6827316, 22.6577816, 22.7326279, 22.7575779]
1661279967487209000[22.9072723, 23.0320168, 22.6328316, 22.8823242, 22.9322205, 22.7825279, 22.7825279, 22.6827316, 23.0320168, 23.0320168, 23.0320168, 22.807476, 23.0320168, 23.1068649, 22.9072723, 23.1068649, 22.5579853, 22.5579853, 22.5579853, 22.5579853, 22.8324242, 22.8324242, 22.6577816, 22.7326279, 22.7575779]
1661279968476469400[22.9072723, 23.0320168, 22.6328316, 22.7326279, 22.9322205, 22.7825279, 22.6328316, 22.6827316, 23.0320168, 23.0320168, 23.0320168, 22.9571705, 23.0320168, 23.1068649, 23.0320168, 23.1068649, 22.5579853, 22.5579853, 22.5579853, 22.5579853, 22.8324242, 22.8324242, 22.7326279, 22.7326279, 22.9072723]
1661279969466029600[22.8823242, 23.0070686, 22.6328316, 22.7326279, 22.9322205, 22.8573742, 22.6328316, 22.6827316, 23.1567631, 23.0070686, 23.0320168, 22.9571705, 23.1068649, 22.9571705, 23.0320168, 23.1068649, 22.7076797, 22.5579853, 22.5579853, 22.5579853, 22.9072723, 22.6827316, 22.7326279, 22.7326279, 22.9072723]
1661279970458421000[22.8823242, 23.0070686, 22.7076797, 22.9322205, 22.9322205, 22.8573742, 22.7076797, 22.6827316, 23.1567631, 23.0070686, 22.8823242, 22.9322205, 23.1068649, 22.9571705, 22.9571705, 23.1068649, 22.7076797, 22.5579853, 22.4082909, 22.5579853, 22.9072723, 22.6827316, 22.5829353, 22.7326279, 22.9072723]
1661279971350004600[22.8823242, 23.0070686, 22.7076797, 22.9322205, 22.9322205, 22.8573742, 22.7076797, 22.7575779, 23.0819168, 23.0819168, 22.8823242, 22.9322205, 22.9571705, 22.9571705, 22.9571705, 23.1068649, 22.6328316, 22.6328316, 22.4082909, 22.5579853, 22.8324242, 22.6827316, 22.5829353, 22.7326279, 22.9072723]
1661279972340553600[22.8823242, 23.0070686, 22.8324242, 22.9322205, 22.9322205, 22.8573742, 22.7076797, 22.7575779, 23.0819168, 23.0819168, 23.0070686, 22.9322205, 22.9571705, 23.1068649, 23.0320168, 23.1068649, 22.6328316, 22.6328316, 22.5579853, 22.5579853, 22.8324242, 22.6827316, 22.6577816, 22.7326279, 22.9072723]
1661279973328892300[22.9571705, 23.0070686, 22.8324242, 22.8573742, 22.9322205, 22.8573742, 22.7076797, 22.7575779, 23.0819168, 23.0819168, 23.0070686, 23.0070686, 23.0320168, 23.1068649, 23.0320168, 23.1068649, 22.6328316, 22.6328316, 22.5579853, 22.5579853, 22.8823242, 22.6827316, 22.6577816, 22.5829353, 22.9072723]
1661279974220037300[22.9571705, 23.0070686, 22.8324242, 22.8573742, 22.9821205, 22.9322205, 22.7076797, 22.7575779, 23.0819168, 23.0070686, 23.0070686, 23.0070686, 23.0320168, 23.1817131, 23.0320168, 23.1068649, 22.6328316, 22.6328316, 22.5579853, 22.5579853, 22.8823242, 22.807476, 22.6577816, 22.5829353, 22.9072723]
1661279975210588500[22.9571705, 23.0070686, 22.7575779, 22.8573742, 22.9821205, 22.9322205, 22.807476, 22.8573742, 23.0819168, 23.0070686, 23.0070686, 23.0070686, 23.0320168, 23.1817131, 23.0819168, 23.0819168, 22.6328316, 22.6328316, 22.5579853, 22.5579853, 22.8823242, 22.807476, 22.7076797, 22.7076797, 22.9821205]
1661279976201784000[22.9571705, 23.0569668, 22.7575779, 22.8573742, 22.9821205, 22.9322205, 22.807476, 22.8573742, 23.1567631, 23.1567631, 23.0070686, 23.0070686, 23.1068649, 23.1817131, 23.0819168, 23.0819168, 22.6328316, 22.7076797, 22.5579853, 22.5579853, 22.8823242, 22.807476, 22.7076797, 22.7076797, 22.9821205]
1661279977093542500[22.9571705, 23.0569668, 22.6078835, 22.8573742, 22.9821205, 22.7825279, 22.6577816, 22.8573742, 23.1567631, 23.1567631, 23.0070686, 22.8573742, 23.1068649, 23.1817131, 23.0819168, 23.0819168, 22.6328316, 22.7076797, 22.483139, 22.483139, 22.8823242, 22.7326279, 22.7076797, 22.6328316, 22.9821205]
1661279978085081500[22.8573742, 23.0569668, 22.6078835, 22.8573742, 22.8324242, 22.7825279, 22.6577816, 22.8573742, 23.1567631, 23.1567631, 23.0070686, 22.8573742, 23.0320168, 23.1817131, 23.0819168, 23.0819168, 22.6328316, 22.7076797, 22.483139, 22.483139, 22.807476, 22.7326279, 22.7076797, 22.6328316, 22.9571705]
1661279979173253700[22.8573742, 22.9821205, 22.7575779, 22.8573742, 22.8324242, 22.8573742, 22.7326279, 22.8573742, 23.1567631, 23.1567631, 23.0819168, 22.8573742, 23.0320168, 23.1817131, 22.9322205, 23.0819168, 22.6328316, 22.5579853, 22.458189, 22.483139, 22.807476, 22.6577816, 22.7076797, 22.6328316, 22.9571705]
1661279980263861600[22.9322205, 22.9821205, 22.7575779, 22.9072723, 22.8324242, 22.8573742, 22.7326279, 22.7076797, 23.1567631, 23.1567631, 23.0819168, 22.8573742, 23.0070686, 23.1817131, 22.9322205, 23.0819168, 22.5579853, 22.5579853, 22.458189, 22.6078835, 22.9322205, 22.6577816, 22.7076797, 22.7076797, 22.9571705]
