1658863157353268100[23.456152, 23.4312019, 23.1068649, 23.0569668, 23.2066612, 23.2815094, 22.7825279, 23.2815094, 23.5808983, 23.4312019, 23.4062538, 23.4062538, 23.2316093, 23.5309982, 23.5309982, 23.9052353, 23.0569668, 22.9072723, 22.9821205, 22.8324242, 23.3064575, 23.456152, 23.0070686, 23.456152, 23.4312019]
1658863159560772800[23.456152, 23.4312019, 22.9571705, 23.0569668, 23.2565594, 23.2565594, 22.7825279, 23.2815094, 23.4312019, 23.3563557, 23.4062538, 23.4062538, 23.3314056, 23.481102, 23.5309982, 23.7555408, 22.9821205, 22.7575779, 22.9821205, 22.9821205, 23.1567631, 23.3064575, 23.1567631, 23.5559483, 23.2815094]
1658863161762383500[23.3314056, 23.3563557, 23.0320168, 23.2066612, 23.1817131, 23.2565594, 22.8573742, 23.3563557, 23.6307945, 23.2815094, 23.4062538, 23.481102, 23.2565594, 23.5559483, 23.5309982, 23.9052353, 23.1068649, 22.8324242, 22.9072723, 22.9821205, 23.2316093, 23.3813057, 23.1068649, 23.481102, 23.4312019]
1658863163960311400[23.3314056, 23.3813057, 23.1068649, 23.1567631, 23.1068649, 23.2565594, 22.9322205, 23.3563557, 23.6307945, 23.4062538, 23.3314056, 23.3314056, 23.3314056, 23.481102, 23.456152, 23.8303871, 23.0320168, 22.807476, 22.8324242, 22.9322205, 23.3064575, 23.3064575, 22.9571705, 23.5559483, 23.3563557]
1658863166160761600[23.481102, 23.3813057, 23.0569668, 23.1567631, 23.1817131, 23.1817131, 22.8573742, 23.3563557, 23.6307945, 23.3314056, 23.2565594, 23.4062538, 23.1817131, 23.4062538, 23.5309982, 23.9052353, 23.0320168, 22.8823242, 22.9322205, 22.9322205, 23.2316093, 23.3813057, 23.0320168, 23.5559483, 23.3563557]
1658863168375094000[23.4062538, 23.3064575, 22.9821205, 23.0819168, 23.2316093, 23.2316093, 22.807476, 23.3813057, 23.6307945, 23.481102, 23.3314056, 23.4062538, 23.3813057, 23.6058464, 23.5559483, 23.9301834, 23.0320168, 22.8823242, 23.0070686, 22.9322205, 23.2815094, 23.4312019, 23.1567631, 23.5309982, 23.4312019]
1658863170564824100[23.3314056, 23.2565594, 23.0569668, 23.1567631, 23.1567631, 23.2316093, 22.8823242, 23.3813057, 23.5559483, 23.4062538, 23.2565594, 23.4062538, 23.3813057, 23.456152, 23.4062538, 23.9301834, 23.0320168, 22.9072723, 22.9322205, 22.9322205, 23.3563557, 23.4312019, 23.0819168, 23.456152, 23.4312019]
1658863172764641600[23.4312019, 23.2565594, 23.0320168, 23.2815094, 23.2316093, 23.1567631, 22.9571705, 23.3813057, 23.481102, 23.4062538, 23.3813057, 23.456152, 23.2316093, 23.5309982, 23.481102, 23.7804909, 23.0569668, 22.7575779, 22.9821205, 22.8324242, 23.2815094, 23.2815094, 23.0070686, 23.5309982, 23.4062538]
1658863174961864900[23.3563557, 23.2565594, 23.1068649, 23.2066612, 23.1068649, 23.1817131, 22.8823242, 23.3813057, 23.5559483, 23.4062538, 23.3813057, 23.3813057, 23.3813057, 23.5309982, 23.481102, 23.9301834, 23.0569668, 22.7575779, 23.0569668, 22.9821205, 23.131813, 23.3563557, 23.0819168, 23.5309982, 23.2565594]
1658863177162000000[23.4312019, 23.3314056, 23.1068649, 23.2066612, 23.1817131, 23.2565594, 22.9072723, 23.4062538, 23.481102, 23.3314056, 23.3064575, 23.3064575, 23.2316093, 23.3813057, 23.4312019, 23.9551334, 22.9821205, 22.8324242, 22.9821205, 22.9821205, 23.2815094, 23.4312019, 23.0819168, 23.5309982, 23.2565594]
