1660324640207389100[24.2533684, 23.9800835, 23.7555408, 24.0549297, 23.7056427, 23.9551334, 23.3813057, 24.0299797, 24.4002705, 24.3513031, 24.3513031, 24.129776, 24.1048279, 24.3268185, 24.129776, 24.4247532, 23.8802872, 23.5808983, 23.8802872, 23.7305908, 23.3563557, 24.0299797, 23.7056427, 24.3023357, 23.805439]
1660324641105820000[24.3023357, 23.9800835, 23.7555408, 24.0549297, 23.8553371, 23.9551334, 23.3813057, 23.8802872, 24.4982052, 24.3513031, 24.3513031, 24.129776, 24.1048279, 24.3268185, 24.129776, 24.4982052, 23.805439, 23.5808983, 23.8802872, 23.7305908, 23.3563557, 24.0299797, 23.7056427, 24.3757877, 23.7555408]
1660324641905505300[24.3023357, 24.129776, 23.7555408, 24.0549297, 23.8553371, 23.9551334, 23.3813057, 23.8802872, 24.4982052, 24.277853, 24.3513031, 24.129776, 24.1048279, 24.3268185, 24.129776, 24.4982052, 23.805439, 23.5060501, 23.8802872, 23.7305908, 23.3563557, 23.9551334, 23.7056427, 24.3757877, 23.7555408]
1660324644406959100[24.3023357, 23.9800835, 23.8553371, 24.0050316, 23.7305908, 23.9052353, 23.2316093, 23.9551334, 24.4247532, 24.3513031, 24.2533684, 24.1799183, 24.0798798, 24.3023357, 24.129776, 24.5716572, 23.805439, 23.5060501, 23.9052353, 23.8303871, 23.1817131, 23.9301834, 23.7056427, 24.3023357, 23.8303871]
1660324645306672400[24.3023357, 23.9800835, 23.8553371, 24.154726, 23.7305908, 23.9052353, 23.3813057, 23.9301834, 24.4247532, 24.3513031, 24.2533684, 24.1799183, 24.0798798, 24.3023357, 24.129776, 24.5226879, 23.805439, 23.5060501, 23.9052353, 23.8303871, 23.1817131, 23.9301834, 23.7056427, 24.3023357, 23.8303871]
1660324646206587400[24.3023357, 24.0549297, 23.8553371, 24.154726, 23.8802872, 23.9052353, 23.3813057, 23.9301834, 24.3513031, 24.277853, 24.2533684, 24.1799183, 24.0050316, 24.3023357, 24.129776, 24.5226879, 23.805439, 23.5808983, 23.9052353, 23.8303871, 23.3314056, 23.9301834, 23.7056427, 24.3023357, 23.8303871]
1660324647106017300[24.3023357, 24.0549297, 23.7804909, 24.0798798, 23.8802872, 23.9800835, 23.2815094, 23.9301834, 24.3513031, 24.277853, 24.3268185, 24.1799183, 24.0050316, 24.3757877, 24.2288837, 24.5226879, 23.805439, 23.5808983, 23.9052353, 23.7555408, 23.3314056, 24.0798798, 23.7056427, 24.3023357, 23.8303871]
1660324648307069000[24.4002705, 24.0050316, 23.7804909, 24.0798798, 23.805439, 23.9800835, 23.2815094, 24.0050316, 24.4247532, 24.3513031, 24.3268185, 24.1799183, 24.0798798, 24.3757877, 24.2288837, 24.4492378, 23.7804909, 23.481102, 23.9052353, 23.7555408, 23.2565594, 24.0798798, 23.7056427, 24.3023357, 23.8802872]
1660324649206620300[24.4002705, 24.0050316, 23.7056427, 24.0798798, 23.805439, 23.9052353, 23.2815094, 24.0050316, 24.4247532, 24.3513031, 24.2533684, 24.1799183, 24.0798798, 24.3023357, 24.154726, 24.4492378, 23.7804909, 23.481102, 23.7555408, 23.7555408, 23.2565594, 23.9301834, 23.6307945, 24.3023357, 23.8802872]
1660324650108050300[24.3268185, 24.0050316, 23.7056427, 24.0798798, 23.805439, 23.9052353, 23.2815094, 24.0050316, 24.4247532, 24.3513031, 24.2533684, 24.277853, 24.0798798, 24.3023357, 24.154726, 24.5226879, 23.7804909, 23.481102, 23.7555408, 23.8303871, 23.2565594, 23.9301834, 23.6307945, 24.2288837, 23.805439]
1660324650907762900[24.3268185, 24.0798798, 23.7056427, 24.0798798, 23.805439, 23.9800835, 23.2815094, 24.0050316, 24.4247532, 24.3513031, 24.2533684, 24.277853, 24.154726, 24.3023357, 24.154726, 24.5226879, 23.7804909, 23.5559483, 23.7555408, 23.8303871, 23.3314056, 24.0050316, 23.6307945, 24.2288837, 23.805439]
1660324651807765000[24.3268185, 24.0798798, 23.8553371, 24.0798798, 23.805439, 23.9800835, 23.2815094, 24.0050316, 24.4247532, 24.3513031, 24.277853, 24.277853, 24.154726, 24.3023357, 24.2288837, 24.5226879, 23.7804909, 23.5559483, 23.8303871, 23.7555408, 23.3314056, 24.0050316, 23.6307945, 24.2288837, 23.805439]
